time,hy_grad,true_flux
4/1/2017 0:00,0.879715385,-0.066397779
4/2/2017 0:00,0.312507692,-0.015692379
4/3/2017 0:00,-0.004709231,0.005786008
4/4/2017 0:00,-0.082592308,0.017867695
4/5/2017 0:00,-0.165669231,0.027445495
4/5/2017 23:59,0.547543077,-0.042928496
4/6/2017 23:59,0.019573846,0.008237488
4/7/2017 23:59,0.216904615,-0.012034385
4/8/2017 23:59,0.036050769,-0.004090033
4/9/2017 23:59,-0.26536,0.049008786
4/10/2017 23:59,0.104016923,-0.001691569
4/11/2017 23:59,0.409149231,-0.035982385
4/12/2017 23:59,-0.278966154,0.032134915
4/13/2017 23:59,0.1227,-0.007420061
4/14/2017 23:59,0.190561538,-0.013411659
4/15/2017 23:59,0.169921538,-0.011451412
4/16/2017 23:59,-0.220415385,0.021631442
4/17/2017 23:59,-0.163407692,0.024551564
4/18/2017 23:59,-0.392810769,0.054969603
4/19/2017 23:59,-0.189963077,0.025236606
4/20/2017 23:59,0.061721538,-0.013156103
4/21/2017 23:59,-0.318006154,0.033592116
4/22/2017 23:59,0.093541538,-0.002263151
4/23/2017 23:59,-0.217043077,0.025798273
4/24/2017 23:59,-0.227172308,0.028717286
4/25/2017 23:59,0.355735385,-0.045979605
4/26/2017 23:59,-0.033693846,0.007845995
4/27/2017 23:59,0.07764,0.004995157
4/28/2017 23:59,0.03764,-0.002823716
4/29/2017 23:59,-0.192984615,0.020034106
4/30/2017 23:59,-0.170749231,0.021572547
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
