time,hy_grad,true_flux
4/1/17 0:00,0.071088435,-0.063456649
4/3/17 0:00,-0.006955782,0.005532642
4/5/17 0:00,-0.030153061,0.026246989
4/6/17 23:59,-0.009489796,0.007881614
4/8/17 23:59,0.003639456,-0.003910974
4/10/17 23:59,0.001105442,-0.001617591
4/12/17 23:59,-0.03457483,0.030717589
4/14/17 23:59,0.013316327,-0.012817531
4/16/17 23:59,-0.023282313,0.020674277
4/18/17 23:59,-0.058316327,0.05262239
4/20/17 23:59,0.013197279,-0.012597889
4/22/17 23:59,0.001666667,-0.002168885
4/24/17 23:59,-0.031020408,0.02753854
4/26/17 23:59,-0.008741497,0.007494274
4/28/17 23:59,0.002210884,-0.002705236
4/30/17 23:59,-0.023554422,0.020700071
