0	5.689
3600	5.694
7200	5.686
10800	5.671
14400	5.648
18000	5.622
21600	5.587
25200	5.556
28800	5.52
32400	5.487
36000	5.452
39600	5.419
43200	5.393
46800	5.376
50400	5.363
54000	5.36
57600	5.364
61200	5.374
64800	5.392
68400	5.411
72000	5.438
75600	5.455
79200	5.485
82800	5.509
86400	5.526
90000	5.554
93600	5.584
97200	5.611
100800	5.634
104400	5.651
108000	5.668
111600	5.684
115200	5.691
118800	5.698
122400	5.7
126000	5.702
129600	5.701
133200	5.7
136800	5.698
140400	5.695
144000	5.693
147600	5.692
151200	5.692
154800	5.693
158400	5.695
162000	5.696
165600	5.697
169200	5.696
172800	5.695
176400	5.695
180000	5.693
183600	5.692
187200	5.69
190800	5.688
194400	5.684
198000	5.684
201600	5.683
205200	5.686
208800	5.694
212400	5.701
216000	5.715
219600	5.729
223200	5.739
226800	5.749
230400	5.755
234000	5.756
237600	5.756
241200	5.751
244800	5.743
248400	5.734
252000	5.725
255600	5.718
259200	5.712
262800	5.712
266400	5.716
270000	5.724
273600	5.736
277200	5.749
280800	5.764
284400	5.781
288000	5.794
291600	5.804
295200	5.807
298800	5.803
302400	5.793
306000	5.782
309600	5.776
313200	5.776
316800	5.785
320400	5.801
324000	5.819
327600	5.836
331200	5.849
334800	5.853
338400	5.854
342000	5.848
345600	5.839
349200	5.831
352800	5.823
356400	5.816
360000	5.809
363600	5.803
367200	5.799
370800	5.796
374400	5.793
378000	5.789
381600	5.785
385200	5.782
388800	5.778
392400	5.775
396000	5.774
399600	5.775
403200	5.781
406800	5.791
410400	5.808
414000	5.828
417600	5.859
421200	5.905
424800	5.952
428400	6.009
432000	6.054
435600	6.096
439200	6.129
442800	6.148
446400	6.155
450000	6.155
453600	6.152
457200	6.148
460800	6.139
464400	6.126
468000	6.117
471600	6.107
475200	6.1
478800	6.098
482400	6.097
486000	6.098
489600	6.106
493200	6.114
496800	6.117
500400	6.123
504000	6.13
507600	6.135
511200	6.137
514800	6.138
518400	6.134
522000	6.131
525600	6.124
529200	6.111
532800	6.096
536400	6.084
540000	6.075
543600	6.069
547200	6.07
550800	6.076
554400	6.085
558000	6.096
561600	6.113
565200	6.124
568800	6.138
572400	6.153
576000	6.165
579600	6.179
583200	6.188
586800	6.206
