0	5.496
3600	5.428
7200	5.363
10800	5.307
14400	5.26
18000	5.217
21600	5.193
25200	5.192
28800	5.228
32400	5.292
36000	5.389
39600	5.495
43200	5.607
46800	5.76
50400	5.843
54000	5.874
57600	5.91
61200	5.941
64800	5.957
68400	5.932
72000	5.906
75600	5.872
79200	5.843
82800	5.817
86400	5.773
90000	5.725
93600	5.663
97200	5.598
100800	5.537
104400	5.487
108000	5.443
111600	5.427
115200	5.467
118800	5.56
122400	5.699
126000	5.846
129600	5.976
133200	6.171
136800	6.309
140400	6.348
144000	6.384
147600	6.38
151200	6.346
154800	6.314
158400	6.252
162000	6.193
165600	6.136
169200	6.074
172800	6.009
176400	5.953
180000	5.887
183600	5.805
187200	5.718
190800	5.638
194400	5.565
198000	5.525
201600	5.546
205200	5.632
208800	5.756
212400	5.906
216000	6.06
219600	6.205
223200	6.315
226800	6.417
230400	6.465
234000	6.474
237600	6.434
241200	6.371
244800	6.307
248400	6.251
252000	6.197
255600	6.141
259200	6.077
262800	6.004
266400	5.914
270000	5.816
273600	5.724
277200	5.653
280800	5.593
284400	5.564
288000	5.585
291600	5.642
295200	5.72
298800	5.823
302400	5.973
306000	6.105
309600	6.203
313200	6.277
316800	6.296
320400	6.29
324000	6.275
327600	6.25
331200	6.227
334800	6.204
338400	6.175
342000	6.145
345600	6.114
349200	6.08
352800	6.043
356400	6.008
360000	5.965
363600	5.922
367200	5.883
370800	5.864
374400	5.874
378000	5.936
381600	6.031
385200	6.166
388800	6.308
392400	6.408
396000	6.482
399600	6.525
403200	6.535
406800	6.483
410400	6.433
414000	6.378
417600	6.329
421200	6.281
424800	6.242
428400	6.203
432000	6.155
435600	6.115
439200	6.067
442800	6.016
446400	5.968
450000	5.932
453600	5.904
457200	5.893
460800	5.895
464400	5.913
468000	5.978
471600	6.075
475200	6.157
478800	6.228
482400	6.306
486000	6.339
489600	6.361
493200	6.366
496800	6.342
500400	6.321
504000	6.322
507600	6.338
511200	6.351
514800	6.36
518400	6.362
522000	6.334
525600	6.297
529200	6.268
532800	6.235
536400	6.207
540000	6.192
543600	6.163
547200	6.158
550800	6.187
554400	6.26
558000	6.333
561600	6.434
565200	6.556
568800	6.687
572400	6.814
576000	6.841
579600	6.815
583200	6.729
586800	6.617
590400	6.466
594000	6.35
597600	6.268
601200	6.204
604800	6.169
608400	6.14
612000	6.115
615600	6.092
619200	6.07
622800	6.05
626400	6.029
630000	6.01
633600	6.013
637200	6.049
640800	6.119
644400	6.229
648000	6.364
651600	6.482
655200	6.528
658800	6.452
662400	6.484
666000	6.526
669600	6.523
673200	6.489
676800	6.417
680400	6.334
684000	6.254
687600	6.178
691200	6.1
694800	6.02
698400	5.948
702000	5.881
705600	5.819
709200	5.766
712800	5.72
716400	5.705
720000	5.755
723600	5.856
727200	5.996
730800	6.138
734400	6.289
738000	6.392
741600	6.465
745200	6.525
748800	6.584
752400	6.627
756000	6.611
759600	6.559
763200	6.49
766800	6.423
770400	6.374
774000	6.333
777600	6.293
781200	6.247
784800	6.191
788400	6.135
792000	6.093
795600	6.055
799200	6.026
