0	0	0	5.042653061
3600	0	0	5.043734694
7200	0	0	5.041602041
10800	0	0	5.036806122
14400	0	0	5.037357143
18000	0	0	5.033204082
21600	0	0	5.037071429
25200	0	0	5.029663265
28800	0	0	5.031693878
32400	0	0	5.028479592
36000	0	0	5.03094898
39600	0	0	5.031428571
43200	0	0	5.029928571
46800	0	0	5.024397959
50400	0	0	5.028244898
54000	0	0	5.0245
57600	0	0	5.022112245
61200	0	0	5.020397959
64800	0	0	5.022744898
68400	0	0	5.018744898
72000	0	0	5.020622449
75600	0	0	5.011785714
79200	0	0	5.019530612
82800	0	0	5.014336735
86400	0	0	5.00972449
90000	0	0	5.016857143
93600	0	0	5.018183673
97200	0	0	5.018387755
100800	0	0	5.016142857
104400	0	0	5.013
108000	0	0	5.015336735
111600	0	0	5.019846939
115200	0	0	5.009806122
118800	0	0	5.015693878
122400	0	0	5.00905102
126000	0	0	5.012010204
129600	0	0	5.009928571
133200	0	0	5.008469388
136800	0	0	5.008765306
140400	0	0	5.01272449
144000	0	0	5.011938776
147600	0	0	5.009806122
151200	0	0	5.00894898
154800	0	0	5.009173469
158400	0	0	5.006010204
162000	0	0	4.999928571
165600	0	0	5.000255102
169200	0	0	4.99572449
172800	0	0	4.995826531
176400	0	0	4.997102041
180000	0	0	4.993
183600	0	0	4.994244898
187200	0	0	4.9935
190800	0	0	4.9935
194400	0	0	4.989214286
198000	0	0	4.998244898
201600	0	0	4.996826531
205200	0	0	5.004112245
208800	0	0	5.011683673
212400	0	0	5.009612245
216000	0	0	5.020397959
219600	0	0	5.021969388
223200	0	0	5.014428571
226800	0	0	5.015581633
230400	0	0	5.009142857
234000	0	0	5.000653061
237600	0	0	4.998346939
241200	0	0	4.99194898
244800	0	0	4.985979592
248400	0	0	4.984112245
252000	0	0	4.983061224
255600	0	0	4.988591837
259200	0	0	4.988020408
262800	0	0	4.999244898
266400	0	0	5.005020408
270000	0	0	5.011418367
273600	0	0	5.014642857
277200	0	0	5.015653061
280800	0	0	5.017846939
284400	0	0	5.022928571
288000	0	0	5.02122449
291600	0	0	5.023612245
295200	0	0	5.031673469
298800	0	0	5.03077551
302400	0	0	5.032469388
306000	0	0	5.034377551
309600	0	0	5.035877551
313200	0	0	5.027265306
316800	0	0	5.029
320400	0	0	5.02572449
324000	0	0	5.021265306
327600	0	0	5.016010204
331200	0	0	5.010836735
334800	0	0	5.001193878
338400	0	0	4.999693878
342000	0	0	4.987265306
345600	0	0	4.981908163
349200	0	0	4.981122449
352800	0	0	4.980071429
356400	0	0	4.978918367
360000	0	0	4.980306122
363600	0	0	4.982683673
367200	0	0	4.984061224
370800	0	0	4.990204082
374400	0	0	4.990428571
378000	0	0	4.987408163
381600	0	0	4.986112245
385200	0	0	4.988081633
388800	0	0	4.986632653
392400	0	0	4.990061224
396000	0	0	4.996520408
399600	0	0	5.000704082
403200	0	0	5.013867347
406800	0	0	5.015561224
410400	0	0	5.021265306
414000	0	0	5.019244898
417600	0	0	5.022877551
421200	0	0	5.028265306
424800	0	0	5.027020408
428400	0	0	5.032612245
432000	0	0	5.026989796
435600	0	0	5.027969388
439200	0	0	5.027622449
442800	0	0	5.018183673
446400	0	0	5.007979592
450000	0	0	5.00077551
453600	0	0	4.998295918
457200	0	0	4.996826531
460800	0	0	4.992673469
464400	0	0	4.988836735
468000	0	0	4.991714286
471600	0	0	4.991510204
475200	0	0	4.99444898
