time,hy_grad,true_flux
4/1/17 0:00,0.071088435,-0.063456649
4/1/17 8:00,0.052823129,-0.04684167
4/1/17 16:00,0.036853741,-0.033033399
4/2/17 0:00,0.016207483,-0.014990259
4/2/17 8:00,0.016343537,-0.015057438
4/2/17 16:00,0.019897959,-0.018270191
4/3/17 0:00,-0.006955782,0.005532642
4/3/17 8:00,-0.005289116,0.004061833
4/3/17 16:00,0.015238095,-0.014180401
4/4/17 0:00,-0.019965986,0.017080813
4/4/17 8:00,0.03537415,-0.031991839
4/4/17 16:00,0.048333333,-0.043648124
4/5/17 0:00,-0.030153061,0.026246989
4/5/17 7:59,-0.015952381,0.013540495
4/5/17 15:59,0.023112245,-0.021209684
4/5/17 23:59,0.044982993,-0.041030124
4/6/17 7:59,-0.012210884,0.010329981
4/6/17 15:59,0.015867347,-0.014864924
4/6/17 23:59,-0.009489796,0.007881614
4/7/17 7:59,2.94E-03,-0.003261959
4/7/17 15:59,0.026530612,-0.024552384
4/7/17 23:59,0.01202381,-0.011501352
4/8/17 7:59,0.004353741,-0.004540035
4/8/17 15:59,0.031581633,-0.029078571
4/8/17 23:59,0.003639456,-0.003910974
4/9/17 7:59,-0.011207483,0.009459444
4/9/17 15:59,0.036530612,-0.033510996
4/9/17 23:59,-0.052789116,0.046874314
4/10/17 7:59,0.013486395,-0.012753512
4/10/17 15:59,0.023214286,-0.02155287
4/10/17 23:59,0.001105442,-0.001617591
4/11/17 7:59,0.013333333,-0.012665659
4/11/17 15:59,0.024863946,-0.023112669
4/11/17 23:59,0.03712585,-0.034393156
4/12/17 7:59,0.016768707,-0.01583654
4/12/17 15:59,-0.011037415,0.009388242
4/12/17 23:59,-0.03457483,0.030717589
4/13/17 7:59,0.021921769,-0.02048043
4/13/17 15:59,0.010646259,-0.010295253
4/13/17 23:59,0.00707483,-0.007091926
4/14/17 7:59,-0.005119048,0.00404621
4/14/17 15:59,0.027414966,-0.025651323
4/14/17 23:59,0.013316327,-0.012817531
4/15/17 7:59,-0.008792517,0.007400297
4/15/17 15:59,0.022091837,-0.020847183
4/15/17 23:59,0.011241497,-0.010947499
4/16/17 7:59,-0.020204082,0.017856267
4/16/17 15:59,0.019268707,-0.0182888
4/16/17 23:59,-0.023282313,0.020674277
4/17/17 7:59,-0.043333333,0.038865019
4/17/17 15:59,-0.003826531,0.002851827
4/17/17 23:59,-0.026462585,0.023471363
4/18/17 7:59,-0.004897959,0.003842818
4/18/17 15:59,0.000714286,-0.001268816
4/18/17 23:59,-0.058316327,0.05262239
4/19/17 7:59,-0.044081633,0.039290244
4/19/17 15:59,-0.032006803,0.02828108
4/19/17 23:59,-0.0275,0.024174311
4/20/17 7:59,-0.025901361,0.022710101
4/20/17 15:59,-0.035272109,0.031106011
4/20/17 23:59,0.013197279,-0.012597889
4/21/17 7:59,0.031768707,-0.03012437
4/21/17 15:59,0.00462585,-0.004945544
4/21/17 23:59,-0.035289116,0.032129559
4/22/17 7:59,-0.018588435,0.016455789
4/22/17 15:59,0.010629252,-0.010484521
4/22/17 23:59,0.001666667,-0.002168885
4/23/17 7:59,-0.00829932,0.007079539
4/23/17 15:59,-0.00202381,0.001279161
4/23/17 23:59,-0.027602041,0.02467569
4/24/17 7:59,0.00707483,-0.007167181
4/24/17 15:59,-0.022329932,0.019857557
4/24/17 23:59,-0.031020408,0.02753854
4/25/17 7:59,-0.038979592,0.03449751
4/25/17 15:59,-0.008061224,0.006634032
4/25/17 23:59,0.046122449,-0.043936549
4/26/17 7:59,-0.015544218,0.014037219
4/26/17 15:59,-0.00372449,0.002866605
4/26/17 23:59,-0.008741497,0.007494274
4/27/17 7:59,-0.00664966,0.005580997
4/27/17 15:59,0.008826531,-0.008894448
4/27/17 23:59,-0.005748299,0.004771904
4/28/17 7:59,-0.016904762,0.015190436
4/28/17 15:59,0.008588435,-0.008680071
4/28/17 23:59,0.002210884,-0.002705236
4/29/17 7:59,-0.015221088,0.013675592
4/29/17 15:59,-0.006088435,0.005118393
4/29/17 23:59,-0.021326531,0.019159714
4/30/17 7:59,-0.023520408,0.020965644
4/30/17 15:59,-0.020493197,0.018039829
4/30/17 23:59,-0.023554422,0.020700071
