0	5.34
3600	5.351384
7200	5.372559
10800	5.388156
14400	5.389918
18000	5.377012
21600	5.354985
25200	5.322783
28800	5.295235
32400	5.269499
36000	5.25409
39600	5.25174
43200	5.268366
46800	5.303216
50400	5.346364
54000	5.41267
57600	5.48032
61200	5.545209
64800	5.604954
68400	5.668113
72000	5.715862
75600	5.761328
79200	5.782679
82800	5.811338
86400	5.825643
90000	5.830841
93600	5.836679
97200	5.834797
100800	5.824209
104400	5.807499
108000	5.78862
111600	5.762517
115200	5.724133
118800	5.701643
122400	5.669657
126000	5.652468
129600	5.636401
133200	5.630326
136800	5.632791
140400	5.643385
144000	5.668863
147600	5.705795
151200	5.745553
154800	5.786523
158400	5.829353
162000	5.860321
165600	5.869283
169200	5.877834
172800	5.872783
176400	5.867989
180000	5.866041
183600	5.855065
187200	5.847261
190800	5.838489
194400	5.830174
198000	5.816259
201600	5.815179
205200	5.811482
208800	5.814042
212400	5.81725
216000	5.815503
219600	5.816797
223200	5.829867
226800	5.848656
230400	5.880472
234000	5.907015
237600	5.916687
241200	5.921323
244800	5.913158
248400	5.89548
252000	5.876931
255600	5.859163
259200	5.849289
262800	5.839447
266400	5.84196
270000	5.851248
273600	5.866989
277200	5.880885
280800	5.88608
284400	5.87912
288000	5.853668
291600	5.819009
295200	5.77766
298800	5.733562
302400	5.711555
306000	5.718237
309600	5.759388
313200	5.831811
316800	5.899962
320400	5.977291
324000	6.043794
327600	6.093412
331200	6.125599
334800	6.143578
338400	6.14261
342000	6.138873
345600	6.113033
349200	6.078727
352800	6.045307
356400	6.013183
360000	5.982946
363600	5.958125
367200	5.938948
370800	5.9233
374400	5.914935
378000	5.907254
381600	5.897502
385200	5.887503
388800	5.879651
392400	5.871373
396000	5.865839
399600	5.864961
403200	5.868092
406800	5.893151
410400	5.935296
414000	6.006381
417600	6.07523
421200	6.148394
424800	6.215799
428400	6.255667
432000	6.274784
435600	6.272812
439200	6.257973
442800	6.23409
446400	6.213845
450000	6.202345
453600	6.197786
457200	6.195313
460800	6.19381
464400	6.19489
468000	6.197165
471600	6.197069
475200	6.196456
478800	6.194587
482400	6.191637
486000	6.188781
489600	6.186253
493200	6.18347
496800	6.184575
500400	6.187585
504000	6.194527
507600	6.20415
511200	6.21295
514800	6.219128
518400	6.22349
522000	6.221932
525600	6.222104
529200	6.218432
532800	6.211626
536400	6.204273
540000	6.19897
543600	6.195081
547200	6.192027
550800	6.192898
554400	6.195561
558000	6.198547
561600	6.203305
565200	6.216434
568800	6.232783
572400	6.265809
576000	6.311318
579600	6.356471
583200	6.405568
586800	6.436886
590400	6.483184
594000	6.504588
597600	6.524956
601200	6.538466
604800	6.542255
608400	6.534255
612000	6.522218
615600	6.502548
619200	6.459055
622800	6.426885
626400	6.403126
630000	6.387061
633600	6.373206
637200	6.36122
640800	6.348498
644400	6.328835
648000	6.309938
651600	6.287055
655200	6.264573
658800	6.259972
662400	6.268623
666000	6.288523
669600	6.312423
673200	6.338203
676800	6.352509
680400	6.369454
684000	6.380531
687600	6.386205
691200	6.387763
694800	6.386918
698400	6.381311
702000	6.376773
705600	6.371825
709200	6.365442
712800	6.360863
716400	6.35651
720000	6.352594
723600	6.349206
727200	6.345902
730800	6.341818
734400	6.331066
738000	6.305622
741600	6.28241
745200	6.2743
748800	6.297447
752400	6.325415
756000	6.357224
759600	6.377043
763200	6.372751
766800	6.361139
770400	6.34786
774000	6.334823
777600	6.325731
781200	6.31755
784800	6.313494
788400	6.312184
792000	6.312221
795600	6.312116
799200	6.311644
802800	6.309761
806400	6.304851
810000	6.295976
813600	6.281659
817200	6.267493
820800	6.251408
824400	6.244726
828000	6.253146
831600	6.272656
835200	6.30202
838800	6.338471
842400	6.381812
846000	6.423668
849600	6.469114
853200	6.490069
856800	6.497253
860400	6.509818
864000	6.519774
867600	6.521486
871200	6.537837
874800	6.543473
878400	6.545612
882000	6.546928
885600	6.538806
889200	6.520094
892800	6.50314
896400	6.481121
9.00E+05	6.454274
903600	6.42176
907200	6.393079
910800	6.371766
914400	6.362999
918000	6.366228
921600	6.380758
925200	6.41127
928800	6.445423
