time,hy_grad,avg_flux,Sensor(-0.55m),Sensor(-0.45m),Sensor(-0.35m),Sensor(-0.25m),Sensor(-0.15m),Sensor(-0.05m)
4/9/2017 17:59,0.016802721,-0.015773943,-0.0170815,-0.0169527,-0.0167599,-0.01647372,-0.01578202,-0.01020158
4/9/2017 18:59,-0.011326531,0.009571502,0.0103597,0.01028377,0.01016936,0.009998886,0.009583132,0.006196625
4/9/2017 19:59,-0.024404762,0.02135287,0.0231142,0.02294331,0.0226865,0.02230446,0.02137526,0.01382056
4/9/2017 20:59,-0.033690476,0.029708417,0.03216043,0.03192201,0.03156402,0.03103158,0.02973771,0.0192268
4/9/2017 21:59,-0.044183673,0.039135546,0.04236544,0.04205169,0.04158036,0.04087899,0.03917415,0.02532764
4/9/2017 22:59,-0.04287415,0.037961204,0.04109483,0.04079031,0.04033287,0.03965211,0.03799771,0.02456662
4/9/2017 23:59,-0.052789116,0.046874314,0.05074153,0.05036695,0.04980344,0.04896396,0.04692171,0.03033661
4/10/2017 0:59,-0.035153061,0.031008739,0.03356988,0.03332057,0.03294625,0.03238927,0.03103665,0.02006543
4/10/2017 1:59,-0.016564626,0.014274022,0.01545539,0.01533932,0.01516569,0.01490793,0.01428401,0.009233974
4/10/2017 2:59,-0.005,0.003884641,0.00420853,0.00417563,0.004127059,0.004055573,0.003884567,0.002510486
4/10/2017 3:59,-0.00292517,0.002005784,0.002173696,0.002156336,0.002130889,0.002093604,0.002004963,0.001295511
4/10/2017 4:59,-0.000323129,-0.000324193,-0.000349328,-0.000347622,-0.000344604,-0.000339695,-0.000326399,-0.000211577
4/10/2017 5:59,0.009914966,-0.009557002,-0.0103436,-0.01026788,-0.01015372,-0.009983585,-0.009569307,-0.006188091
4/10/2017 6:59,0.010952381,-0.010475812,-0.01133839,-0.01125517,-0.01112989,-0.01094328,-0.01048887,-0.006782481
4/10/2017 7:59,0.013486395,-0.012753512,-0.01380408,-0.01370255,-0.01354986,-0.01332249,-0.01276882,-0.008256437
4/10/2017 8:59,0.018554422,-0.017301993,-0.0187282,-0.01859026,-0.01838289,-0.01807397,-0.01732121,-0.01119905
4/10/2017 9:59,0.016581633,-0.015529441,-0.01681083,-0.01668674,-0.01650025,-0.01622226,-0.01554467,-0.01004932
4/10/2017 10:59,0.025901361,-0.023890766,-0.0258633,-0.02567245,-0.02538526,-0.02495666,-0.02391203,-0.01545765
4/10/2017 11:59,0.02627551,-0.024232584,-0.0262354,-0.02604132,-0.02574912,-0.02531296,-0.02425116,-0.01567593
4/10/2017 12:59,0.029115646,-0.026812347,-0.02903096,-0.02881535,-0.02849076,-0.02800647,-0.02682942,-0.01734166
4/10/2017 13:59,0.022772109,-0.021116861,-0.02286568,-0.02269525,-0.02243878,-0.0220564,-0.02112845,-0.01365643
4/10/2017 14:59,0.023112245,-0.021443731,-0.0232201,-0.02304645,-0.02278537,-0.02239662,-0.02145538,-0.01386858
4/10/2017 15:59,0.023214286,-0.02155287,-0.02333826,-0.0231633,-0.02290053,-0.02250983,-0.0215651,-0.01394032
4/10/2017 16:59,0.024404762,-0.022657296,-0.02453434,-0.02435022,-0.02407392,-0.02366334,-0.02267,-0.01465438
4/10/2017 17:59,0.021462585,-0.020007943,-0.02166586,-0.02150303,-0.02125888,-0.02089622,-0.02001872,-0.01294034
4/10/2017 18:59,0.02297619,-0.021403844,-0.02317676,-0.02300259,-0.02274155,-0.02235399,-0.02141648,-0.0138446
4/10/2017 19:59,0.009472789,-0.009198223,-0.009960382,-0.009885264,-0.009772836,-0.00960607,-0.009203515,-0.005949767
4/10/2017 20:59,0.00202381,-0.002466068,-0.002670964,-0.002650541,-0.002620075,-0.002574992,-0.002466834,-0.00159461
4/10/2017 21:59,0.006292517,-0.006322893,-0.006845955,-0.006794615,-0.006717671,-0.006603491,-0.006327712,-0.004091203
4/10/2017 22:59,0.00585034,-0.005921736,-0.006411051,-0.006363202,-0.006291409,-0.00618482,-0.005926983,-0.003832341
4/10/2017 23:59,0.001105442,-0.001617591,-0.001751339,-0.001738261,-0.001718596,-0.00168939,-0.001618898,-0.00104679
4/11/2017 0:59,0.015085034,-0.014276126,-0.01545416,-0.01533925,-0.01516695,-0.01491119,-0.014291,-0.009240941
4/11/2017 1:59,0.009217687,-0.008965384,-0.009705193,-0.009632947,-0.009524714,-0.009364124,-0.008974781,-0.005803382
4/11/2017 2:59,0.009285714,-0.009036077,-0.009781782,-0.009708829,-0.009599673,-0.009437819,-0.009045555,-0.005849184
4/11/2017 3:59,0.019693878,-0.01843798,-0.01995795,-0.01980985,-0.01958814,-0.01925896,-0.01845926,-0.01193648
4/11/2017 4:59,0.018095238,-0.016988253,-0.01838827,-0.01825203,-0.01804807,-0.01774507,-0.01700834,-0.01099818
4/11/2017 5:59,0.022091837,-0.020589014,-0.02228505,-0.02212043,-0.02187379,-0.02150697,-0.02061405,-0.01332957
4/11/2017 6:59,0.009353741,-0.009083243,-0.009832257,-0.009759174,-0.009649903,-0.009487631,-0.009093402,-0.005879896
4/11/2017 7:59,0.013333333,-0.012665659,-0.0137091,-0.01360788,-0.01345619,-0.01323048,-0.01268083,-0.008199473
4/11/2017 8:59,0.016309524,-0.015350308,-0.01661483,-0.01649258,-0.01630907,-0.01603559,-0.0153684,-0.009936598
4/11/2017 9:59,0.021241497,-0.019775607,-0.02140514,-0.0212481,-0.02101189,-0.02065918,-0.01979765,-0.01279929
4/11/2017 10:59,0.021122449,-0.01967754,-0.0213008,-0.0211442,-0.02090849,-0.02055631,-0.01969674,-0.01273292
4/11/2017 11:59,0.021870748,-0.020340743,-0.02202053,-0.02185829,-0.02161388,-0.02124857,-0.0203579,-0.01315938
4/11/2017 12:59,0.019064626,-0.017827521,-0.01930147,-0.01915889,-0.01894399,-0.01862272,-0.01784006,-0.01153087
4/11/2017 13:59,0.022397959,-0.020846729,-0.02257176,-0.02240464,-0.02215256,-0.02177579,-0.02085942,-0.01348213
4/11/2017 14:59,0.01797619,-0.016865791,-0.0182627,-0.01812688,-0.01792216,-0.01761646,-0.01687454,-0.01090644
4/11/2017 15:59,0.024863946,-0.023112669,-0.02502726,-0.02484062,-0.02455942,-0.02414017,-0.02312486,-0.01494735
4/11/2017 16:59,0.020102041,-0.018821131,-0.02038056,-0.02022802,-0.01999853,-0.01965695,-0.01883112,-0.01217257
4/11/2017 17:59,0.022363946,-0.020892306,-0.02262328,-0.02245349,-0.02219846,-0.02181948,-0.02090397,-0.01351317
4/11/2017 18:59,0.024795918,-0.023100891,-0.02501443,-0.02482636,-0.02454434,-0.02412578,-0.02311479,-0.01494297
4/11/2017 19:59,0.036156463,-0.033432367,-0.03619945,-0.03592757,-0.03552036,-0.03491635,-0.03345583,-0.02162931
4/11/2017 20:59,0.039965986,-0.036916133,-0.03996967,-0.03966983,-0.03922118,-0.0385557,-0.0369446,-0.02388535
4/11/2017 21:59,0.026972789,-0.025132457,-0.02721156,-0.02700707,-0.02670148,-0.02624836,-0.02515163,-0.0162609
4/11/2017 22:59,0.033979592,-0.031527444,-0.03413345,-0.03387785,-0.03349569,-0.03292856,-0.03155409,-0.02040072
4/11/2017 23:59,0.03712585,-0.034393156,-0.03723396,-0.03695609,-0.03654036,-0.03592286,-0.03442476,-0.02225719
4/12/2017 0:59,0.033639456,-0.031219899,-0.0337977,-0.03354598,-0.03316917,-0.03260912,-0.0312496,-0.02020433
4/12/2017 1:59,0.036445578,-0.033753427,-0.03653932,-0.03626793,-0.03586127,-0.03525631,-0.0337867,-0.02184465
4/12/2017 2:59,0.03462585,-0.032096034,-0.03474477,-0.03448711,-0.03410072,-0.03352556,-0.03212795,-0.02077201
4/12/2017 3:59,0.021615646,-0.020273729,-0.02194747,-0.02178439,-0.02153994,-0.02117623,-0.02029315,-0.01312018
4/12/2017 4:59,0.013486395,-0.01288542,-0.01395007,-0.01384591,-0.01369002,-0.01345835,-0.01289679,-0.008338042
4/12/2017 5:59,0.020391156,-0.019140044,-0.02071906,-0.02056575,-0.02033558,-0.01999281,-0.01915975,-0.01238769
4/12/2017 6:59,0.009353741,-0.009125709,-0.009879406,-0.009805817,-0.009695586,-0.009531688,-0.009134129,-0.005905472
4/12/2017 7:59,0.016768707,-0.01583654,-0.01714263,-0.0170161,-0.01682593,-0.01654256,-0.01585323,-0.01024979
4/12/2017 8:59,0.010527211,-0.010164558,-0.0110036,-0.01092205,-0.01079964,-0.01061737,-0.01017432,-0.006577785
4/12/2017 9:59,0.015680272,-0.01484205,-0.01606672,-0.01594809,-0.01576973,-0.0155038,-0.01485671,-0.009604898
4/12/2017 10:59,0.017346939,-0.016352219,-0.01770194,-0.01757124,-0.01737462,-0.01708134,-0.01636762,-0.01058131
4/12/2017 11:59,0.015272109,-0.014462932,-0.01565746,-0.01554165,-0.01536744,-0.01510759,-0.01447548,-0.009357647
4/12/2017 12:59,0.018282313,-0.017205411,-0.01862661,-0.01848898,-0.01828173,-0.01797243,-0.01721996,-0.01113165
4/12/2017 13:59,0.009217687,-0.008983101,-0.00972563,-0.009653556,-0.009545108,-0.00938332,-0.008990036,-0.005811274
4/12/2017 14:59,0.003129252,-0.003468586,-0.003755458,-0.003727535,-0.003685588,-0.00362304,-0.003471068,-0.002243628
4/12/2017 15:59,-0.011037415,0.009388242,0.01016317,0.01008817,0.009975077,0.009806483,0.009397176,0.00607566
4/12/2017 16:59,-0.008418367,0.007009014,0.007588561,0.007532007,0.007447003,0.007320565,0.00701451,0.004534922
4/12/2017 17:59,-0.026836735,0.023713799,0.02567212,0.02548202,0.02519585,0.02476961,0.02373536,0.01534549
4/12/2017 18:59,-0.030510204,0.027055979,0.02929098,0.02907368,0.02874683,0.02826018,0.02707976,0.01750747
4/12/2017 19:59,-0.046836735,0.0418635,0.04531998,0.04498466,0.04447998,0.04372806,0.04190227,0.02709074
4/12/2017 20:59,-0.044064626,0.039337149,0.04258604,0.04227039,0.04179565,0.0410886,0.03937236,0.02545472
4/12/2017 21:59,-0.043010204,0.03838245,0.04155312,0.04124477,0.04078124,0.04009103,0.03841605,0.02483618
4/12/2017 22:59,-0.041785714,0.037252054,0.04032936,0.04003007,0.03958022,0.03891037,0.03728464,0.02410462
4/12/2017 23:59,-0.03457483,0.030717589,0.03325605,0.03300873,0.03263726,0.03208441,0.03074333,0.01987533
4/13/2017 0:59,-0.024540816,0.021614,0.02340129,0.02322664,0.02296464,0.022575,0.02163077,0.01398378
4/13/2017 1:59,-0.015646259,0.013549949,0.01467199,0.01456164,0.01439652,0.01415136,0.0135586,0.008764852
4/13/2017 2:59,-0.014829932,0.01281577,0.01387625,0.0137723,0.01361656,0.01338513,0.01282485,0.008290697
4/13/2017 3:59,-0.005663265,0.004515158,0.004890289,0.004852846,0.004797145,0.004714752,0.004516583,0.002919313
4/13/2017 4:59,0.001717687,-0.002184875,-0.002363196,-0.002346769,-0.002321548,-0.002283493,-0.00218938,-0.00141617
4/13/2017 5:59,0.004931973,-0.005093554,-0.005512071,-0.00547221,-0.005411829,-0.005321519,-0.005100824,-0.003298616
4/13/2017 6:59,0.005170068,-0.005306126,-0.005742641,-0.005700779,-0.005637553,-0.005543186,-0.005313121,-0.00343581
4/13/2017 7:59,0.021921769,-0.02048043,-0.02216799,-0.02200493,-0.02175952,-0.02139391,-0.02050425,-0.01325805
4/13/2017 8:59,0.027959184,-0.025932163,-0.02806987,-0.02786321,-0.0275523,-0.02708897,-0.0259608,-0.01678517
4/13/2017 9:59,0.018758503,-0.017609199,-0.01906237,-0.0189216,-0.01870996,-0.01839452,-0.0176263,-0.01139521
4/13/2017 10:59,0.022363946,-0.020883809,-0.02260903,-0.02244177,-0.02219022,-0.02181502,-0.02090121,-0.01351098
4/13/2017 11:59,0.019693878,-0.018464864,-0.01999179,-0.01984362,-0.01962066,-0.01928794,-0.01847789,-0.01194348
4/13/2017 12:59,0.010544218,-0.010171772,-0.01101385,-0.01093181,-0.01080851,-0.01062461,-0.01017777,-0.006578255
4/13/2017 13:59,0.014710884,-0.013975901,-0.01513323,-0.01502071,-0.01485131,-0.0145984,-0.01398339,-0.009037517
4/13/2017 14:59,0.012414966,-0.011895443,-0.01288093,-0.01278516,-0.01264085,-0.01242528,-0.01190109,-0.007691358
4/13/2017 15:59,0.010646259,-0.010295253,-0.01114859,-0.01106557,-0.01094045,-0.01075354,-0.0102996,-0.006656274
4/13/2017 16:59,0.017534014,-0.016571257,-0.01794519,-0.01781112,-0.01760913,-0.01730782,-0.01657808,-0.01071484
4/13/2017 17:59,0.019336735,-0.018237927,-0.01975014,-0.01960201,-0.01937914,-0.01904742,-0.01824597,-0.01179398
4/13/2017 18:59,0.020935374,-0.019711996,-0.0213458,-0.02118534,-0.02094432,-0.02058627,-0.01972218,-0.01274941
4/13/2017 19:59,0.020901361,-0.019716697,-0.02134992,-0.0211892,-0.02094823,-0.02059085,-0.01972876,-0.0127548
4/13/2017 20:59,0.013673469,-0.013121331,-0.01420793,-0.01410084,-0.0139405,-0.01370293,-0.01312999,-0.008488987
4/13/2017 21:59,0.010493197,-0.010219922,-0.01106624,-0.01098266,-0.01085771,-0.01067274,-0.01022682,-0.006612126
4/13/2017 22:59,0.015901361,-0.015164928,-0.01641892,-0.01629553,-0.01611104,-0.01583784,-0.01517758,-0.009813636
4/13/2017 23:59,0.00707483,-0.007091926,-0.007678459,-0.007620645,-0.007534259,-0.007406416,-0.007097785,-0.00458945
4/14/2017 0:59,0.002653061,-0.003049266,-0.003301523,-0.003276641,-0.003239427,-0.003184376,-0.003051701,-0.001973341
4/14/2017 1:59,-0.004166667,0.003187337,0.003449899,0.003424466,0.003386417,0.003329751,0.003191113,0.002063068
4/14/2017 2:59,-0.004676871,0.003635172,0.003934835,0.003905751,0.003862255,0.00379749,0.003639202,0.002352666
4/14/2017 3:59,-0.00047619,-0.000181935,-0.000196896,-0.000195526,-0.000193318,-0.000190013,-0.000182121,-0.000118003
4/14/2017 4:59,0.001088435,-0.001607998,-0.001740366,-0.001727563,-0.001708235,-0.001679566,-0.001610092,-0.001041539
4/14/2017 5:59,0.004302721,-0.004547592,-0.004921646,-0.004885437,-0.004831019,-0.004750283,-0.004554015,-0.002945528
4/14/2017 6:59,-0.004880952,0.003824759,0.004140452,0.004109789,0.004063907,0.003995459,0.00382837,0.002474641
4/14/2017 7:59,-0.005119048,0.00404621,0.004380113,0.004347745,0.004299254,0.004226861,0.004050082,0.00261797
4/14/2017 8:59,0.003367347,-0.003700658,-0.004005338,-0.003975715,-0.003931305,-0.003865518,-0.003705523,-0.002396514
4/14/2017 9:59,0.014166667,-0.013547889,-0.01466326,-0.01455516,-0.01439319,-0.01415255,-0.01356528,-0.00877165
4/14/2017 10:59,0.017619048,-0.016669323,-0.01804251,-0.01790959,-0.01771034,-0.01741373,-0.01668904,-0.01079032
4/14/2017 11:59,0.013418367,-0.01283729,-0.01389624,-0.01379356,-0.01363966,-0.01341039,-0.01285024,-0.008307211
4/14/2017 12:59,0.021972789,-0.020659383,-0.02236526,-0.02220008,-0.02195201,-0.02158167,-0.02067726,-0.01336572
4/14/2017 13:59,0.035663265,-0.03314912,-0.03588858,-0.03562318,-0.03522383,-0.03462733,-0.03317461,-0.02144393
4/14/2017 14:59,0.028792517,-0.026891363,-0.02911491,-0.02889887,-0.02857381,-0.02808882,-0.02691096,-0.01739583
4/14/2017 15:59,0.027414966,-0.025651323,-0.02777309,-0.02756651,-0.02725579,-0.02679267,-0.02566938,-0.01659354
4/14/2017 16:59,0.025578231,-0.023988647,-0.02597384,-0.02578012,-0.02548895,-0.02505538,-0.02400448,-0.0155171
4/14/2017 17:59,0.021530612,-0.020306836,-0.02198773,-0.02182334,-0.02157648,-0.02120924,-0.02032,-0.01313563
4/14/2017 18:59,0.013401361,-0.01287613,-0.01394245,-0.01383779,-0.01368087,-0.0134477,-0.01288406,-0.008328872
4/14/2017 19:59,0.021802721,-0.0205773,-0.02227943,-0.02211279,-0.0218628,-0.02149136,-0.02059274,-0.01331332
4/14/2017 20:59,0.025697279,-0.024129043,-0.02612364,-0.02592847,-0.02563584,-0.02520122,-0.02414916,-0.01561335
4/14/2017 21:59,0.020153061,-0.019062269,-0.02063806,-0.0204836,-0.02025232,-0.01990906,-0.01907833,-0.01233498
4/14/2017 22:59,0.029489796,-0.02760312,-0.02988235,-0.02965987,-0.02932644,-0.02883107,-0.02762955,-0.01786423
4/14/2017 23:59,0.013316327,-0.012817531,-0.01387636,-0.01377271,-0.01361758,-0.0133873,-0.01282932,-0.00829492
4/15/2017 0:59,0.014268707,-0.013674489,-0.01480311,-0.01469301,-0.01452805,-0.01428297,-0.01368829,-0.008850571
4/15/2017 1:59,0.000289116,-0.000882808,-0.000956722,-0.000949016,-0.000937746,-0.000921322,-0.000882453,-0.000570439
4/15/2017 2:59,-0.002755102,0.001890565,0.002045741,0.002031119,0.00200891,0.00197551,0.001893385,0.001224119
4/15/2017 3:59,-0.000901361,0.000205656,0.000222279,0.000220843,0.000218605,0.000215124,0.000206294,0.000133264
4/15/2017 4:59,-0.002346939,0.001528296,0.001654342,0.001642208,0.001623944,0.001596603,0.001529863,0.000988827
4/15/2017 5:59,0.002329932,-0.002740992,-0.002966234,-0.002944572,-0.002911932,-0.002863381,-0.002745036,-0.001775483
4/15/2017 6:59,-0.005204082,0.004144184,0.004486702,0.004453418,0.004403447,0.004328864,0.004147462,0.002680827
4/15/2017 7:59,-0.008792517,0.007400297,0.008011648,0.007952363,0.007863254,0.007730227,0.007406457,0.004787628
4/15/2017 8:59,-0.006343537,0.005177853,0.005606218,0.00556443,0.005501755,0.005408305,0.00518142,0.003349136
4/15/2017 9:59,-0.005340136,0.004251739,0.004603789,0.004569332,0.004517699,0.004440756,0.004254286,0.002749821
4/15/2017 10:59,-0.000935374,0.0002277,0.000247907,0.000245401,0.000241929,0.00023698,0.000226161,0.000145742
4/15/2017 11:59,0.008452381,-0.008344376,-0.009031683,-0.008965777,-0.008866445,-0.008718064,-0.00835382,-0.005400267
4/15/2017 12:59,0.008588435,-0.008467393,-0.009166064,-0.00909879,-0.008997505,-0.008846135,-0.008475215,-0.00547807
4/15/2017 13:59,0.021411565,-0.020188379,-0.0218573,-0.02169594,-0.02145288,-0.02108952,-0.02020267,-0.01305765
4/15/2017 14:59,0.010493197,-0.010214957,-0.01106029,-0.0109783,-0.01085489,-0.01067042,-0.01022105,-0.006605831
4/15/2017 15:59,0.022091837,-0.020847183,-0.02257353,-0.0224057,-0.02215288,-0.02177531,-0.02085831,-0.01348142
4/15/2017 16:59,0.005136054,-0.005323549,-0.005764774,-0.005721714,-0.005656974,-0.005560339,-0.005325979,-0.00344206
4/15/2017 17:59,0.009608844,-0.009432577,-0.01021384,-0.01013776,-0.01002317,-0.009852124,-0.00943758,-0.006100037
4/15/2017 18:59,0.004540816,-0.00479287,-0.005189689,-0.005151061,-0.005092867,-0.00500599,-0.004795688,-0.003099872
4/15/2017 19:59,0.006445578,-0.006525949,-0.007065937,-0.007013356,-0.006934128,-0.006815981,-0.006530334,-0.004221671
4/15/2017 20:59,0.008503401,-0.008417753,-0.009114037,-0.009046136,-0.008943907,-0.008791698,-0.00842392,-0.005446238
4/15/2017 21:59,0.002244898,-0.002680253,-0.002902398,-0.002880552,-0.002847752,-0.00279899,-0.002681681,-0.001733663
4/15/2017 22:59,0.019404762,-0.018443629,-0.01996818,-0.01981906,-0.01959519,-0.01926278,-0.01845923,-0.01193529
4/15/2017 23:59,0.011241497,-0.010947499,-0.01185235,-0.0117637,-0.01163077,-0.01143358,-0.010957,-0.007084695
4/16/2017 0:59,0.014965986,-0.014359178,-0.01554511,-0.01542902,-0.01525509,-0.01499714,-0.01437295,-0.009293745
4/16/2017 1:59,2.87E-03,-0.003260825,-0.003530661,-0.00350401,-0.003464173,-0.003405246,-0.003263332,-0.002110158
4/16/2017 2:59,-0.007142857,0.005930574,0.006419608,0.006372236,0.006301177,0.006195305,0.005936896,0.003838136
4/16/2017 3:59,-0.022534014,0.020016053,0.02166814,0.02150767,0.02126695,0.02090853,0.02003528,0.01295244
4/16/2017 4:59,-0.033741497,0.030280739,0.03278032,0.0325376,0.03217331,0.03163081,0.0303094,0.01959437
4/16/2017 5:59,-0.031479592,0.028187357,0.03051513,0.03028877,0.02994916,0.02944355,0.0282128,0.01823853
4/16/2017 6:59,-0.029387755,0.026258496,0.02842752,0.02821646,0.02789984,0.02742849,0.02628149,0.01698972
4/16/2017 7:59,-0.020204082,0.017856267,0.01933218,0.0191882,0.01897243,0.01865135,0.01787075,0.01155218
4/16/2017 8:59,-0.010017007,0.008532713,0.009238984,0.009169659,0.009066034,0.00891204,0.008538443,0.005519099
4/16/2017 9:59,0.001258503,-0.001779003,-0.001923949,-0.001910636,-0.001890159,-0.001859351,-0.001783048,-0.001153575
4/16/2017 10:59,0.014353741,-0.01375051,-0.01488317,-0.01477391,-0.01460951,-0.01436466,-0.01376683,-0.008901108
4/16/2017 11:59,0.020204082,-0.019103443,-0.02067924,-0.02052691,-0.02029785,-0.01995637,-0.01912268,-0.01236229
4/16/2017 12:59,0.016564626,-0.015764474,-0.01706629,-0.0169403,-0.01675082,-0.01646809,-0.01577809,-0.01019907
4/16/2017 13:59,0.022653061,-0.021364736,-0.0231309,-0.02295965,-0.02270199,-0.02231738,-0.02138048,-0.01381988
4/16/2017 14:59,0.017261905,-0.016436553,-0.0177966,-0.01766435,-0.01746544,-0.01716864,-0.01644703,-0.01063069
4/16/2017 15:59,0.019268707,-0.0182888,-0.01980281,-0.01965533,-0.01943349,-0.01910265,-0.01829968,-0.01182838
4/16/2017 16:59,0.017278912,-0.016464369,-0.01782769,-0.01769468,-0.01749463,-0.01719651,-0.01647389,-0.01064849
4/16/2017 17:59,0.007040816,-0.007074571,-0.00766041,-0.007603203,-0.007517198,-0.007389049,-0.007078692,-0.004575591
4/16/2017 18:59,-0.004047619,0.003097806,0.003353717,0.003328672,0.003291133,0.003235495,0.00310064,0.002004881
4/16/2017 19:59,-0.022465986,0.019946806,0.02159371,0.02143318,0.02119227,0.02083442,0.01996604,0.01290925
4/16/2017 20:59,-0.022040816,0.019546726,0.02116127,0.02100364,0.02076725,0.02041618,0.01956471,0.01264946
4/16/2017 21:59,-0.02829932,0.025268967,0.02735588,0.02715235,0.02684701,0.02639327,0.02529244,0.01635259
4/16/2017 22:59,-0.028469388,0.025421124,0.02752089,0.02731605,0.02700878,0.0265521,0.0254443,0.01645059
4/16/2017 23:59,-0.023282313,0.020674277,0.02238271,0.02221574,0.02196546,0.02159362,0.0206922,0.01337793
4/17/2017 0:59,-0.021972789,0.019466374,0.02107518,0.0209179,0.02068217,0.02033193,0.01948299,0.01259602
4/17/2017 1:59,-0.029676871,0.026499463,0.02868805,0.02847483,0.02815481,0.02767885,0.02652373,0.0171482
4/17/2017 2:59,-0.022244898,0.01969569,0.02132382,0.02116457,0.02092592,0.02057133,0.01971196,0.01274379
4/17/2017 3:59,-0.035782313,0.032059051,0.03470584,0.03444855,0.03406204,0.03348675,0.0320894,0.02074655
4/17/2017 4:59,-0.034846939,0.031185819,0.03376096,0.03351049,0.0331343,0.03257441,0.03121475,0.02018087
4/17/2017 5:59,-0.050765306,0.045703889,0.04947378,0.04910907,0.04856011,0.04774181,0.04575095,0.02957974
4/17/2017 6:59,-0.045935374,0.041272746,0.04467804,0.04434825,0.04385205,0.04311253,0.04131411,0.02671086
4/17/2017 7:59,-0.043333333,0.038865019,0.04207208,0.04176134,0.04129386,0.04059721,0.03890344,0.02515216
4/17/2017 8:59,-0.031139456,0.027753911,0.03004648,0.02982326,0.02948808,0.02898921,0.02777855,0.01795908
4/17/2017 9:59,-0.012397959,0.010683845,0.01156977,0.01148198,0.01135103,0.011157,0.0106893,0.006909944
4/17/2017 10:59,-0.010527211,0.008966098,0.009709805,0.009635999,0.009525938,0.009362934,0.008970405,0.005798923
4/17/2017 11:59,-0.005901361,0.004760946,0.00515735,0.005117356,0.005058036,0.004970555,0.004761393,0.003077884
4/17/2017 12:59,-0.008095238,0.006757134,0.007317641,0.007261977,0.007178901,0.007055924,0.006760327,0.004370724
4/17/2017 13:59,0.007193878,-0.007204999,-0.007798707,-0.007742742,-0.007657552,-0.007529025,-0.007211794,-0.0046605
4/17/2017 14:59,-0.006547619,0.005335319,0.005778088,0.005733921,0.005668061,0.005570833,0.005337706,0.003451338
4/17/2017 15:59,-0.003826531,0.002851827,0.003089649,0.0030654,0.003029495,0.002976839,0.002851693,0.001843879
4/17/2017 16:59,-0.000986395,0.000284049,0.000310114,0.000306396,0.000301408,0.00029476,0.000281121,0.00018162
4/17/2017 17:59,-0.006292517,0.005118129,0.005542509,0.00550019,0.005437125,0.005344175,0.005121064,0.003311362
4/17/2017 18:59,-0.009880952,0.008388855,0.009083073,0.009014443,0.008911914,0.008760409,0.008395345,0.005428534
4/17/2017 19:59,-0.013469388,0.011650013,0.01261295,0.01251828,0.01237662,0.01216694,0.0116604,0.007539758
4/17/2017 20:59,-0.017397959,0.015232356,0.01649081,0.0163674,0.0161826,0.01590879,0.01524656,0.009858484
4/17/2017 21:59,-0.030153061,0.026849639,0.02906453,0.028849,0.02852538,0.02804464,0.02687842,0.01737999
4/17/2017 22:59,-0.024064626,0.021300773,0.02305915,0.02288756,0.02263021,0.02224811,0.02132204,0.01378673
4/17/2017 23:59,-0.026462585,0.023471363,0.02540848,0.02521974,0.02493651,0.0245157,0.0234952,0.0151918
4/18/2017 0:59,-0.010238095,0.008690334,0.009410314,0.009338914,0.009232477,0.00907509,0.008695876,0.005622107
4/18/2017 1:59,-0.002806122,0.001937745,0.002100556,0.002083364,0.002058316,0.002021928,0.001936284,0.001251446
4/18/2017 2:59,0.012670068,-0.01221207,-0.01321943,-0.01312285,-0.01297659,-0.01275742,-0.01222366,-0.007902578
4/18/2017 3:59,0.015646259,-0.014938982,-0.01617277,-0.01605349,-0.01587339,-0.01560445,-0.01495185,-0.009666612
4/18/2017 4:59,0.026309524,-0.024705699,-0.02674705,-0.02654851,-0.02624966,-0.02580472,-0.0247267,-0.01598676
4/18/2017 5:59,0.016683673,-0.015910213,-0.01722518,-0.01709689,-0.01690411,-0.0166175,-0.01592355,-0.01029525
4/18/2017 6:59,0.005306122,-0.005472556,-0.005924927,-0.005880773,-0.005814416,-0.005715772,-0.005477072,-0.00354116
4/18/2017 7:59,-0.004897959,0.003842818,0.004159246,0.004128701,0.004082821,0.004014494,0.003847534,0.002487728
4/18/2017 8:59,0.010102041,-0.009871204,-0.01068671,-0.01060723,-0.01048785,-0.01031036,-0.009879917,-0.006387712
4/18/2017 9:59,0.004438776,-0.004680689,-0.005067627,-0.005029851,-0.004973137,-0.004888843,-0.004684498,-0.003028534
4/18/2017 10:59,0.012636054,-0.012214667,-0.01322378,-0.01312561,-0.01297814,-0.01275869,-0.01222516,-0.007903352
4/18/2017 11:59,0.016836735,-0.016090857,-0.01742125,-0.01729184,-0.01709742,-0.01680785,-0.01610283,-0.01040894
4/18/2017 12:59,0.013248299,-0.012789221,-0.01384753,-0.01374456,-0.01358982,-0.01335913,-0.01279728,-0.008271349
4/18/2017 13:59,0.005204082,-0.005401923,-0.005848697,-0.005805419,-0.005740263,-0.005642933,-0.005405584,-0.00349363
4/18/2017 14:59,0.012908163,-0.01250994,-0.0135456,-0.01344492,-0.0132934,-0.0130672,-0.01251701,-0.008090103
4/18/2017 15:59,0.000714286,-0.001268816,-0.001372799,-0.001363199,-0.001348487,-0.001326174,-0.001270886,-0.000821266
4/18/2017 16:59,0.000493197,-0.001073766,-0.001161403,-0.001153492,-0.001141267,-0.001122588,-0.001075956,-0.000695281
4/18/2017 17:59,-0.004540816,0.003551133,0.003845283,0.003816028,0.003772457,0.003708202,0.003553439,0.002297896
